projectId,status,updateTime,lenderName,gender,idCard,age,marryCodition,childrenNum,livePlace,domicileLocus,liveYears,education,isReligionBelief,isRaisePet,occupation,occupationYear,job,jobTitle,isSocialInsure,socialInsureMonths,stableWorkYears,isBizExperience,personalIncome,familyIncome,houseNum,houseTotalAmount,carNum,carTotalAmount,merInsureAmount,commonUseMobileNumber,isMobileAuth,mobileNumberNum,moblieUseLongestYears,contactMoreThreeTimesPeoNum,zfbAccountName,zfbLastYearConsumeAmount,tbAccountName,tbSellerCreditLevel,tbDeliveryAddrNum,jdAccountName,jdAccountLevel,jdLastYearConsumeAmount,jdDeliveryAddrNum,mtAccountName,mtAccountLevel,mtThreeMonthConsumeAmount,dzdpAccountName,dzdpAccountLevel,dzdpThreeMonthConsumeAmount,wechatFriendsNum,wechatGroupNum,isEmailAuth,isBlogAuth,creditPassedNum,creditValidNum,creditSingleHighestAmount,creditOverdueNum,creditOverdueNinetyNum,creditOverdrawSixtyLongestTime,creditOverdueNinetyLongestTime,creditOverdrawSixtyLongestTime,creditOverdrawNinetyLongestTime,debitCardNum,houseLoanBalance,houseLoanOverdueLongestTime,houseLoanOverdueNinetyLongestTime,otherLoanBalance,otherLoanOverdueLongestTime,otherLoanOverdueNinetyLongestTime,assetsDealNum,assetsDealTotalAmount,guarantorReturnNum,guarantorReturnTotalAmount,guaranteeBalance,oweTaxAnoumt,isOwedWater,waterFeeOweAmount,isOwedElec,elecFeeOweAmount,isOwedGas,gasFeeOweAmount,dxFeeOweAmount,courtExecNum,discreditCourtExecNum,forceExecNum,forceExecAmount,adminPunishNum,carIlleglNum,sesameCreditScore,threeYearsTourNum,threeYearsMoveNum,interestHobbies,consumePreferences,commonUseEcommerce,isWearWatch
10000010000001008,9,2015-04-13 18:06:44,刘雨,1,8505082556609814,31,3,1,null,null,9,4,1,0,null,13,5,1,2,123,12,1,8000,48000,2,3.09E7,0,2980000.0,900000.0,null,0,0,1,13,0,70000.0,null,256000,8,null,0,0.0,0,null,0,0.0,null,0,0.0,159,15,0,0,4,3,303000.0,3,1,0,14,10,7,0,580000.0,1,9,2100000.0,9,12,0,50000.0,2,10000.0,1200000.0,890000.0,null,0.0,null,2460.0,null,285.0,143.0,4,4,1,160.0,0,0,574,7,7,null,null,null,0
10000010000001009,10,2015-04-28 18:06:44,柳雨,0,419473561729813,33,1,1,null,null,29,2,1,1,null,3,1,2,1,11,1,0,31000,65000,3,1.56E7,0,1340000.0,2300000.0,null,1,3,10,14,0,100000.0,null,266000,18,null,0,0.0,0,null,0,0.0,null,0,0.0,49,2,0,0,6,5,133000.0,1,5,14,7,22,17,1,940000.0,13,19,620000.0,24,8,1,10000.0,1,880000.0,770000.0,1100000.0,null,262.0,null,2120.0,null,0.0,208.0,4,4,1,164.0,3,3,415,5,7,null,null,null,0
10000010000001010,10,2015-04-17 18:06:44,王晓东,0,4631850939852307,21,2,1,null,null,36,5,0,0,null,23,1,2,1,93,0,1,39000,54000,3,2.86E7,0,920000.0,2740000.0,null,1,3,2,13,0,90000.0,null,687000,10,null,0,0.0,0,null,0,0.0,null,0,0.0,8,6,0,0,4,2,113000.0,3,2,18,11,1,8,3,250000.0,9,10,90000.0,5,13,1,100000.0,1,150000.0,2460000.0,800000.0,null,0.0,null,0.0,null,46.0,37.0,6,6,3,35.0,0,4,570,7,3,null,null,null,1
10000010000001011,10,2015-05-28 18:06:44,韩亮亮,1,5436620713438701,24,0,2,null,null,33,3,1,1,null,20,5,0,1,102,11,1,24000,56000,0,2.07E7,1,2800000.0,430000.0,null,1,1,10,0,1,0.0,null,724000,9,null,0,0.0,0,null,0,0.0,null,0,0.0,72,1,1,1,1,0,893000.0,0,0,0,0,13,6,6,800000.0,20,23,490000.0,16,2,2,20000.0,1,110000.0,2370000.0,1420000.0,null,233.0,null,1340.0,null,56.0,17.0,5,5,2,51.0,2,5,479,7,5,null,null,null,0
10000010000001012,10,2015-06-08 18:06:44,沈阳,0,4084400509035415,37,3,0,null,null,49,2,1,0,null,38,7,0,2,88,34,1,7000,22000,1,1200000.0,2,560000.0,1950000.0,null,0,0,3,16,0,0.0,null,286000,7,null,0,0.0,0,null,0,0.0,null,0,0.0,167,18,1,1,3,2,503000.0,1,2,11,16,6,16,6,1060000.0,4,0,1010000.0,24,2,0,100000.0,0,740000.0,380000.0,360000.0,null,33.0,null,1230.0,null,0.0,271.0,4,4,1,129.0,3,3,363,4,4,null,null,null,0
10000010000001013,9,2015-04-11 18:06:44,张修,1,6158556971530694,26,1,2,null,null,45,5,1,0,null,10,1,1,0,140,9,1,18000,41000,1,3.19E7,0,1650000.0,130000.0,null,0,1,1,7,0,30000.0,null,1000,5,null,0,0.0,0,null,0,0.0,null,0,0.0,149,3,0,0,5,2,813000.0,4,4,16,15,18,9,4,1280000.0,2,23,880000.0,18,18,2,60000.0,0,590000.0,1380000.0,150000.0,null,178.0,null,450.0,null,0.0,140.0,5,5,2,169.0,2,6,435,9,2,null,null,null,1
10000010000001014,10,2015-04-29 18:06:44,王年,0,7325673923957740,36,3,2,null,null,14,4,1,1,null,24,7,0,2,106,20,1,36000,68000,4,3.24E7,0,2590000.0,2080000.0,null,0,3,8,17,0,50000.0,null,833000,18,null,0,0.0,0,null,0,0.0,null,0,0.0,149,17,1,1,2,1,503000.0,1,0,21,17,2,1,4,370000.0,11,0,320000.0,23,18,2,50000.0,1,480000.0,3000000.0,960000.0,null,0.0,null,0.0,null,296.0,138.0,4,4,1,185.0,0,6,718,8,10,null,null,null,0
10000010000001015,9,2015-03-17 18:06:44,卫雨,0,3517401262062205,24,2,0,null,null,15,1,1,1,null,14,6,2,1,32,5,1,9000,28000,0,3.93E7,1,1850000.0,470000.0,null,1,2,5,13,0,0.0,null,605000,1,null,0,0.0,0,null,0,0.0,null,0,0.0,69,13,1,1,1,0,873000.0,0,0,2,23,23,3,0,220000.0,19,23,510000.0,4,21,2,0.0,2,830000.0,2550000.0,340000.0,null,0.0,null,0.0,null,0.0,76.0,6,6,3,218.0,0,1,506,9,2,null,null,null,1
10000010000001016,10,2015-03-24 18:06:44,周小小,0,6948235204231367,44,1,0,null,null,30,7,1,1,null,28,2,2,0,50,19,0,14000,47000,0,2.88E7,3,510000.0,210000.0,null,1,1,1,20,0,0.0,null,716000,11,null,0,0.0,0,null,0,0.0,null,0,0.0,173,0,1,1,1,0,3000.0,0,0,8,24,13,14,2,1610000.0,4,24,1140000.0,10,0,0,40000.0,1,660000.0,2590000.0,1770000.0,null,0.0,null,1110.0,null,0.0,86.0,4,4,1,189.0,0,4,421,9,2,null,null,null,1
10000010000001017,10,2015-05-18 18:06:44,柳一菲,0,8463985732777799,47,1,3,null,null,12,2,0,1,null,32,0,0,1,96,7,1,23000,24000,0,2.24E7,2,810000.0,1770000.0,null,0,3,5,7,0,50000.0,null,533000,4,null,0,0.0,0,null,0,0.0,null,0,0.0,63,5,0,0,5,4,63000.0,0,1,23,0,19,19,6,70000.0,14,20,830000.0,16,12,0,70000.0,1,360000.0,2580000.0,450000.0,null,0.0,null,0.0,null,0.0,210.0,5,5,2,141.0,1,1,428,5,1,null,null,null,1
10000010000001018,10,2015-04-21 18:06:44,马明浩,0,4672619811494565,48,3,1,null,null,0,2,0,1,null,19,2,2,0,96,9,0,27000,31000,2,1.77E7,1,250000.0,1090000.0,null,1,2,1,2,1,50000.0,null,536000,8,null,0,0.0,0,null,0,0.0,null,0,0.0,95,16,1,1,3,0,963000.0,1,2,15,0,21,4,4,1870000.0,22,17,290000.0,5,20,2,60000.0,2,0.0,2060000.0,910000.0,null,0.0,null,2040.0,null,0.0,60.0,6,6,3,114.0,0,3,586,1,4,null,null,null,1
10000010000001019,9,2015-04-25 18:06:44,韩静,1,9354801798090025,58,3,1,null,null,31,2,1,0,null,23,3,0,2,54,3,0,33000,39000,4,2.04E7,0,2410000.0,1340000.0,null,0,3,1,8,0,70000.0,null,530000,5,null,0,0.0,0,null,0,0.0,null,0,0.0,98,11,0,0,6,0,723000.0,0,2,1,4,6,11,1,1320000.0,5,8,2580000.0,14,5,0,90000.0,1,30000.0,1420000.0,1790000.0,null,0.0,null,2600.0,null,0.0,51.0,5,5,2,38.0,2,5,686,8,8,null,null,null,0
10000010000001020,9,2015-05-14 18:06:44,张天明,0,6719237236632729,53,3,0,null,null,6,3,1,1,null,6,7,0,1,169,0,0,2000,17000,1,1.61E7,1,2830000.0,1210000.0,null,0,0,0,7,1,100000.0,null,248000,8,null,0,0.0,0,null,0,0.0,null,0,0.0,47,8,0,0,2,0,913000.0,0,0,0,23,2,16,5,1610000.0,21,8,2380000.0,22,7,2,30000.0,0,730000.0,630000.0,700000.0,null,3.0,null,0.0,null,0.0,247.0,6,6,3,88.0,2,1,457,1,0,null,null,null,0
10000010000001021,10,2015-05-28 18:06:44,冯总,0,6686435976042413,53,1,2,null,null,58,5,0,1,null,31,2,2,2,162,19,1,28000,39000,2,3.44E7,3,1310000.0,1540000.0,null,0,1,6,17,1,50000.0,null,579000,16,null,0,0.0,0,null,0,0.0,null,0,0.0,176,16,1,1,4,3,263000.0,3,2,22,5,4,0,5,1850000.0,4,0,1110000.0,3,17,1,20000.0,1,500000.0,1260000.0,2160000.0,null,75.0,null,0.0,null,287.0,60.0,4,4,1,145.0,2,2,463,9,4,null,null,null,0
10000010000001022,10,2015-04-07 18:06:44,吴浙东,1,4264357087434788,53,2,2,null,null,55,7,1,1,null,4,2,1,0,35,1,1,3000,42000,4,3500000.0,0,1470000.0,1880000.0,null,1,2,3,20,1,90000.0,null,261000,20,null,0,0.0,0,null,0,0.0,null,0,0.0,186,18,1,1,4,1,163000.0,1,2,8,15,3,13,5,800000.0,16,21,1700000.0,7,16,2,30000.0,2,820000.0,460000.0,1600000.0,null,200.0,null,0.0,null,238.0,184.0,5,5,2,200.0,3,3,361,5,10,null,null,null,0
10000010000001023,9,2015-03-12 18:06:44,卫龙,1,6608500128305590,44,1,2,null,null,25,1,1,0,null,31,7,1,0,119,10,0,22000,50000,3,1.63E7,0,360000.0,270000.0,null,1,2,3,3,1,30000.0,null,345000,12,null,0,0.0,0,null,0,0.0,null,0,0.0,19,17,1,1,1,0,623000.0,0,0,22,3,24,22,1,1240000.0,15,22,640000.0,2,15,2,100000.0,2,970000.0,400000.0,2440000.0,null,264.0,null,0.0,null,251.0,73.0,6,6,3,217.0,3,6,478,6,5,null,null,null,1
10000010000001024,10,2015-05-01 18:06:44,李总,0,11880102719697,55,1,0,null,null,24,1,1,0,null,14,5,0,1,66,4,0,37000,43000,3,2.42E7,1,1770000.0,2300000.0,null,1,2,1,15,0,50000.0,null,930000,14,null,0,0.0,0,null,0,0.0,null,0,0.0,42,18,0,0,4,2,213000.0,2,0,11,5,19,22,5,1420000.0,0,19,1320000.0,21,11,0,20000.0,1,500000.0,960000.0,1940000.0,null,101.0,null,0.0,null,182.0,173.0,4,4,1,103.0,0,4,402,3,2,null,null,null,0
10000010000001025,9,2015-04-26 18:06:44,周总,0,7503423387995680,22,3,2,null,null,29,4,0,0,null,5,6,1,2,59,4,1,11000,24000,3,1.91E7,0,2370000.0,2710000.0,null,1,0,6,14,0,100000.0,null,481000,0,null,0,0.0,0,null,0,0.0,null,0,0.0,106,4,0,0,4,0,833000.0,0,0,13,15,17,19,6,1900000.0,14,22,2360000.0,7,10,0,0.0,1,650000.0,330000.0,2550000.0,null,169.0,null,0.0,null,0.0,210.0,5,5,2,179.0,0,1,386,6,9,null,null,null,1
10000010000001026,9,2015-05-14 18:06:44,李龙,1,34622833795633,44,0,3,null,null,1,5,1,0,null,20,3,1,0,144,14,0,9000,42000,0,2.42E7,1,550000.0,2610000.0,null,0,2,5,16,1,100000.0,null,808000,11,null,0,0.0,0,null,0,0.0,null,0,0.0,188,5,1,1,2,0,553000.0,0,1,2,6,21,8,2,1500000.0,13,10,1670000.0,9,15,1,70000.0,1,960000.0,400000.0,10000.0,null,251.0,null,2450.0,null,145.0,210.0,4,4,1,0.0,3,2,437,6,2,null,null,null,0
10000010000001027,10,2015-04-25 18:06:44,潘峰,1,8111155425427432,41,2,2,null,null,38,6,1,1,null,27,0,0,1,13,8,0,19000,31000,3,3.08E7,0,450000.0,1620000.0,null,0,2,1,9,1,30000.0,null,642000,11,null,0,0.0,0,null,0,0.0,null,0,0.0,150,17,1,1,6,4,393000.0,2,5,22,22,16,4,5,1190000.0,13,1,260000.0,15,23,2,10000.0,1,800000.0,2080000.0,80000.0,null,0.0,null,1550.0,null,108.0,178.0,6,6,3,34.0,3,5,635,9,4,null,null,null,0
10000010000001028,9,2015-05-16 18:06:44,杨月月,0,1337048982684025,42,3,1,null,null,57,3,1,0,null,10,3,0,0,50,4,0,24000,37000,0,2.24E7,1,2160000.0,1850000.0,null,1,2,5,13,0,30000.0,null,722000,5,null,0,0.0,0,null,0,0.0,null,0,0.0,44,5,1,1,3,2,183000.0,0,1,2,10,15,13,3,1960000.0,24,14,2670000.0,17,8,2,0.0,2,350000.0,2860000.0,320000.0,null,114.0,null,370.0,null,0.0,44.0,5,5,2,298.0,3,6,745,7,7,null,null,null,0
10000010000001029,9,2015-03-27 18:06:44,朱赏,0,8178577587358451,42,0,0,null,null,32,0,0,0,null,26,0,2,1,79,12,0,20000,38000,0,3.97E7,0,980000.0,1460000.0,null,1,2,9,17,0,30000.0,null,915000,14,null,0,0.0,0,null,0,0.0,null,0,0.0,161,17,0,0,4,3,203000.0,3,1,4,12,18,3,4,730000.0,20,3,1470000.0,13,17,0,20000.0,2,250000.0,2920000.0,2350000.0,null,0.0,null,0.0,null,38.0,155.0,4,4,1,107.0,1,5,664,1,3,null,null,null,1
10000010000001030,10,2015-05-24 18:06:44,卫花,1,4672147559466142,45,0,2,null,null,55,1,0,0,null,26,5,0,2,159,17,1,36000,53000,3,2.69E7,0,30000.0,750000.0,null,0,2,7,3,1,60000.0,null,488000,10,null,0,0.0,0,null,0,0.0,null,0,0.0,58,0,0,0,2,1,483000.0,0,1,8,7,17,9,5,440000.0,10,9,300000.0,17,7,2,80000.0,1,320000.0,2800000.0,1270000.0,null,0.0,null,2060.0,null,151.0,175.0,6,6,3,22.0,1,2,585,4,6,null,null,null,1
10000010000001031,9,2015-06-03 18:06:44,马雨,0,8358821358787797,37,1,2,null,null,32,5,0,1,null,9,2,0,1,120,7,1,35000,54000,1,1.41E7,1,170000.0,1260000.0,null,1,1,10,2,0,40000.0,null,640000,20,null,0,0.0,0,null,0,0.0,null,0,0.0,114,9,1,1,5,0,723000.0,3,1,12,8,7,12,6,750000.0,8,12,1160000.0,7,15,2,50000.0,0,270000.0,1790000.0,2770000.0,null,230.0,null,0.0,null,0.0,21.0,4,4,1,183.0,2,5,449,6,8,null,null,null,1
10000010000001032,10,2015-04-18 18:06:44,周天明,1,9230010748881400,26,2,0,null,null,19,6,1,0,null,17,3,1,2,157,0,0,17000,26000,4,8900000.0,3,1130000.0,90000.0,null,1,1,3,8,0,90000.0,null,556000,8,null,0,0.0,0,null,0,0.0,null,0,0.0,107,10,1,1,1,0,73000.0,0,0,19,24,14,0,6,1960000.0,18,23,1840000.0,14,7,2,90000.0,0,750000.0,840000.0,1990000.0,null,8.0,null,0.0,null,0.0,60.0,4,4,1,6.0,1,1,686,4,4,null,null,null,1
10000010000001033,9,2015-05-25 18:06:44,郑亮亮,0,7750224318704767,47,1,3,null,null,3,0,1,0,null,32,3,1,2,94,5,0,32000,48000,3,3.1E7,1,2820000.0,1580000.0,null,1,1,8,7,0,60000.0,null,159000,5,null,0,0.0,0,null,0,0.0,null,0,0.0,0,6,0,0,1,0,993000.0,0,0,15,15,8,3,6,760000.0,6,17,1600000.0,1,16,1,10000.0,2,580000.0,100000.0,920000.0,null,188.0,null,0.0,null,0.0,168.0,6,6,3,108.0,0,6,356,0,5,null,null,null,1
10000010000001034,9,2015-04-22 18:06:44,柳年,1,1367071815555089,38,1,0,null,null,36,2,0,0,null,10,3,2,2,132,4,0,31000,49000,0,2.29E7,1,2710000.0,1200000.0,null,1,0,5,2,0,0.0,null,112000,17,null,0,0.0,0,null,0,0.0,null,0,0.0,120,2,0,0,1,0,973000.0,0,0,1,5,7,22,2,1170000.0,5,17,1050000.0,4,12,0,50000.0,2,790000.0,2260000.0,2390000.0,null,257.0,null,0.0,null,0.0,80.0,4,4,1,126.0,2,1,594,6,8,null,null,null,1
10000010000001035,9,2015-05-04 18:06:44,钱明浩,1,1290203908553099,60,3,0,null,null,38,3,1,1,null,15,5,2,1,117,12,1,3000,26000,0,1.1E7,1,1720000.0,2150000.0,null,1,3,6,13,0,100000.0,null,101000,12,null,0,0.0,0,null,0,0.0,null,0,0.0,46,14,1,1,5,1,913000.0,4,4,6,8,7,4,4,310000.0,2,16,2510000.0,5,1,1,30000.0,0,0.0,1740000.0,1770000.0,null,284.0,null,2700.0,null,0.0,252.0,5,5,2,51.0,1,1,526,7,3,null,null,null,0
10000010000001036,9,2015-05-28 18:06:44,陈浩,0,8553545813205998,35,3,3,null,null,46,0,1,1,null,10,4,2,2,132,4,1,2000,20000,4,5700000.0,2,800000.0,1870000.0,null,1,3,10,5,1,40000.0,null,863000,19,null,0,0.0,0,null,0,0.0,null,0,0.0,167,13,0,0,1,0,453000.0,0,0,12,17,22,14,2,1630000.0,12,5,2890000.0,15,17,2,50000.0,2,790000.0,1420000.0,1770000.0,null,0.0,null,1390.0,null,75.0,243.0,5,5,2,77.0,0,5,550,4,2,null,null,null,0
10000010000001037,10,2015-05-26 18:06:44,钱浩,0,2497885704919147,48,3,1,null,null,49,1,0,0,null,21,6,1,1,196,2,0,38000,55000,1,3.06E7,0,2600000.0,200000.0,null,1,2,7,12,0,60000.0,null,771000,6,null,0,0.0,0,null,0,0.0,null,0,0.0,59,9,1,1,2,1,623000.0,1,1,6,17,9,9,6,120000.0,9,14,2310000.0,10,13,1,80000.0,0,730000.0,1360000.0,20000.0,null,69.0,null,0.0,null,129.0,35.0,5,5,2,166.0,0,2,747,4,2,null,null,null,0
10000010000001038,10,2015-05-21 18:06:44,蒋雨,0,6469047045038800,29,1,1,null,null,60,7,1,0,null,16,5,2,2,137,7,1,32000,50000,2,2.37E7,3,2150000.0,760000.0,null,1,0,1,14,0,30000.0,null,901000,15,null,0,0.0,0,null,0,0.0,null,0,0.0,73,11,1,1,2,0,553000.0,0,1,23,15,5,6,4,1330000.0,4,1,2830000.0,16,0,1,90000.0,2,360000.0,2880000.0,2470000.0,null,204.0,null,120.0,null,0.0,264.0,6,6,3,152.0,2,0,749,4,4,null,null,null,1
10000010000001039,9,2015-05-27 18:06:44,沈夜,0,9794957504341217,32,1,2,null,null,20,0,1,1,null,34,7,1,0,135,23,0,3000,18000,4,5300000.0,1,80000.0,2170000.0,null,0,1,8,17,0,50000.0,null,259000,8,null,0,0.0,0,null,0,0.0,null,0,0.0,44,7,1,1,6,2,873000.0,2,0,18,16,4,7,4,210000.0,15,19,1990000.0,19,17,0,70000.0,1,450000.0,240000.0,2050000.0,null,179.0,null,0.0,null,140.0,254.0,5,5,2,14.0,2,4,545,3,2,null,null,null,0
10000010000001040,10,2015-05-10 18:06:44,王贤重,1,1306123183862996,25,2,1,null,null,14,4,0,1,null,1,7,2,0,196,0,1,24000,33000,0,6800000.0,3,1990000.0,2720000.0,null,1,3,10,16,1,80000.0,null,124000,18,null,0,0.0,0,null,0,0.0,null,0,0.0,38,1,0,0,4,0,3000.0,3,3,14,22,2,2,6,1820000.0,5,22,1420000.0,16,10,1,90000.0,2,600000.0,320000.0,1420000.0,null,0.0,null,0.0,null,0.0,73.0,6,6,3,33.0,2,4,366,4,10,null,null,null,0
10000010000001041,9,2015-04-29 18:06:44,张修,1,2283412977195177,19,1,0,null,null,26,4,0,1,null,24,6,0,1,147,15,1,14000,18000,2,2.85E7,3,2470000.0,2430000.0,null,0,3,0,1,0,50000.0,null,116000,11,null,0,0.0,0,null,0,0.0,null,0,0.0,88,12,0,0,2,0,863000.0,1,0,2,18,21,8,0,630000.0,16,4,180000.0,19,5,1,0.0,0,950000.0,970000.0,1830000.0,null,139.0,null,2000.0,null,0.0,268.0,4,4,1,92.0,3,1,693,0,3,null,null,null,0
10000010000001042,9,2015-04-25 18:06:44,卫贤重,0,7518160143698177,49,3,3,null,null,50,6,1,0,null,4,3,0,2,100,0,0,21000,60000,4,900000.0,1,1670000.0,790000.0,null,0,3,4,17,0,20000.0,null,655000,2,null,0,0.0,0,null,0,0.0,null,0,0.0,129,16,1,1,6,5,53000.0,1,0,20,16,18,15,1,1010000.0,21,3,1360000.0,8,21,1,30000.0,0,920000.0,1770000.0,350000.0,null,208.0,null,2350.0,null,156.0,209.0,5,5,2,47.0,1,1,750,4,6,null,null,null,0
10000010000001043,9,2015-03-29 18:06:44,孙年,0,6463317504819948,39,0,1,null,null,60,3,1,0,null,32,7,1,1,121,18,1,38000,45000,1,3100000.0,0,1480000.0,1250000.0,null,0,2,9,6,0,10000.0,null,519000,18,null,0,0.0,0,null,0,0.0,null,0,0.0,125,4,1,1,2,1,373000.0,1,0,9,5,10,21,6,1090000.0,18,6,2330000.0,20,14,0,40000.0,0,580000.0,2060000.0,1830000.0,null,272.0,null,0.0,null,207.0,278.0,5,5,2,98.0,2,4,714,0,0,null,null,null,1
10000010000001044,9,2015-03-19 18:06:44,柳总,1,6343843869349055,52,0,2,null,null,0,1,1,0,null,1,0,1,1,37,0,0,14000,29000,4,1.28E7,1,1210000.0,360000.0,null,0,2,2,6,1,30000.0,null,97000,17,null,0,0.0,0,null,0,0.0,null,0,0.0,56,3,0,0,2,1,503000.0,1,1,13,10,10,2,2,1060000.0,23,14,430000.0,3,12,1,100000.0,0,540000.0,970000.0,690000.0,null,0.0,null,0.0,null,18.0,107.0,5,5,2,16.0,1,2,588,10,6,null,null,null,0
10000010000001045,10,2015-03-31 18:06:44,柳月月,1,9169492284964960,41,3,3,null,null,31,3,0,0,null,25,7,2,1,189,17,1,21000,25000,0,1.43E7,3,800000.0,1800000.0,null,1,0,3,19,1,100000.0,null,603000,8,null,0,0.0,0,null,0,0.0,null,0,0.0,36,12,1,1,6,5,533000.0,4,1,23,12,10,9,6,140000.0,16,15,1360000.0,13,8,0,20000.0,2,520000.0,1480000.0,1730000.0,null,33.0,null,2260.0,null,158.0,258.0,6,6,3,186.0,1,5,659,5,3,null,null,null,1
10000010000001046,10,2015-04-22 18:06:44,钱天明,1,3147660663546330,55,0,0,null,null,0,7,1,1,null,22,5,2,0,129,5,0,34000,37000,1,1400000.0,1,670000.0,1740000.0,null,1,1,9,20,1,30000.0,null,624000,19,null,0,0.0,0,null,0,0.0,null,0,0.0,183,10,1,1,3,1,753000.0,1,1,6,16,21,3,6,2000000.0,21,10,2120000.0,7,2,0,90000.0,1,700000.0,2740000.0,2800000.0,null,0.0,null,70.0,null,0.0,32.0,6,6,3,256.0,2,0,484,0,7,null,null,null,0
10000010000001047,10,2015-05-27 18:06:44,韩小小,0,1095463722885507,34,0,2,null,null,25,5,1,1,null,35,7,0,1,174,2,1,26000,57000,3,5500000.0,2,1700000.0,2530000.0,null,1,2,8,13,1,10000.0,null,494000,4,null,0,0.0,0,null,0,0.0,null,0,0.0,78,11,0,0,5,2,333000.0,3,3,20,12,13,21,1,500000.0,16,20,2230000.0,24,6,1,50000.0,2,200000.0,2160000.0,2400000.0,null,0.0,null,1760.0,null,0.0,133.0,6,6,3,42.0,0,4,640,2,3,null,null,null,0
10000010000001048,10,2015-04-24 18:06:44,孙年,1,2244122867854383,45,0,2,null,null,20,2,1,0,null,33,0,1,2,95,30,1,2000,7000,3,3.39E7,1,1830000.0,960000.0,null,1,0,1,11,1,90000.0,null,26000,8,null,0,0.0,0,null,0,0.0,null,0,0.0,113,0,0,0,2,1,863000.0,1,1,3,3,13,17,2,380000.0,12,16,2020000.0,3,15,0,50000.0,0,310000.0,880000.0,560000.0,null,117.0,null,1030.0,null,0.0,146.0,6,6,3,170.0,0,2,554,7,0,null,null,null,1
10000010000001049,10,2015-05-09 18:06:44,赵小小,0,9562287991990391,24,0,3,null,null,29,5,0,0,null,6,1,2,2,141,3,1,20000,28000,4,2.77E7,0,270000.0,2700000.0,null,1,1,7,5,0,70000.0,null,643000,12,null,0,0.0,0,null,0,0.0,null,0,0.0,191,18,1,1,6,1,283000.0,0,0,5,15,9,10,0,390000.0,0,3,100000.0,1,1,2,50000.0,0,340000.0,1380000.0,1660000.0,null,5.0,null,0.0,null,112.0,13.0,4,4,1,199.0,3,0,424,6,10,null,null,null,1
10000010000001050,10,2015-05-22 18:06:44,赵晓东,1,6538222273591158,59,1,2,null,null,54,2,0,0,null,36,7,2,0,54,20,1,34000,64000,1,1.51E7,2,30000.0,1180000.0,null,0,0,4,7,1,100000.0,null,479000,0,null,0,0.0,0,null,0,0.0,null,0,0.0,92,9,0,0,1,0,33000.0,0,0,13,4,24,5,5,1420000.0,6,4,220000.0,24,5,0,30000.0,1,540000.0,2830000.0,1420000.0,null,23.0,null,640.0,null,29.0,265.0,4,4,1,187.0,3,6,697,10,8,null,null,null,1
10000010000001051,10,2015-05-03 18:06:44,王一菲,0,7637718067561174,53,3,2,null,null,54,1,1,1,null,5,3,2,1,28,1,1,16000,40000,4,2.25E7,0,120000.0,110000.0,null,0,0,1,17,1,30000.0,null,273000,2,null,0,0.0,0,null,0,0.0,null,0,0.0,194,1,0,0,4,1,53000.0,0,3,18,5,22,1,2,90000.0,1,9,730000.0,7,18,0,40000.0,0,120000.0,2230000.0,2460000.0,null,0.0,null,1520.0,null,0.0,246.0,4,4,1,183.0,3,5,602,8,4,null,null,null,1
10000010000001052,9,2015-03-13 18:06:44,孙星,1,8887212791826818,41,2,0,null,null,45,2,0,1,null,28,4,1,0,181,24,1,6000,38000,4,1.16E7,2,2100000.0,1130000.0,null,1,1,9,7,0,80000.0,null,89000,17,null,0,0.0,0,null,0,0.0,null,0,0.0,135,1,0,0,4,3,183000.0,0,1,17,12,10,24,2,610000.0,7,17,580000.0,23,20,2,40000.0,2,410000.0,2480000.0,1850000.0,null,0.0,null,0.0,null,0.0,133.0,6,6,3,300.0,3,5,473,3,2,null,null,null,0
10000010000001053,10,2015-05-03 18:06:44,潘娜娜,1,589540150578001,43,0,0,null,null,7,6,1,0,null,29,5,1,2,19,1,0,40000,60000,2,3.66E7,3,2940000.0,1870000.0,null,0,0,7,20,0,80000.0,null,846000,18,null,0,0.0,0,null,0,0.0,null,0,0.0,91,14,0,0,5,2,853000.0,4,1,10,24,16,23,3,1360000.0,17,12,1950000.0,12,17,1,0.0,0,80000.0,460000.0,2100000.0,null,0.0,null,0.0,null,264.0,249.0,4,4,1,289.0,1,6,646,0,1,null,null,null,1
10000010000001054,10,2015-03-29 18:06:44,马月月,0,8377596827732814,57,2,0,null,null,44,0,1,0,null,33,5,0,1,121,23,1,15000,30000,4,3.63E7,3,2520000.0,230000.0,null,1,1,8,14,1,40000.0,null,988000,11,null,0,0.0,0,null,0,0.0,null,0,0.0,26,9,1,1,2,1,663000.0,1,0,14,23,23,3,4,1720000.0,4,3,0.0,6,1,1,70000.0,2,170000.0,2680000.0,2470000.0,null,117.0,null,1980.0,null,99.0,166.0,5,5,2,257.0,3,4,663,9,3,null,null,null,1
10000010000001055,10,2015-04-30 18:06:44,蒋浙东,1,3208644632458780,60,1,0,null,null,4,3,1,0,null,40,6,0,2,77,12,1,31000,52000,1,3.2E7,2,2500000.0,1800000.0,null,1,3,7,2,0,50000.0,null,304000,10,null,0,0.0,0,null,0,0.0,null,0,0.0,163,2,1,1,2,0,513000.0,0,0,19,18,8,3,5,2000000.0,1,1,1530000.0,19,3,0,50000.0,2,440000.0,2120000.0,690000.0,null,234.0,null,0.0,null,0.0,258.0,6,6,3,115.0,1,4,430,2,3,null,null,null,1
