projectId,status,updateTime,guaranteeWay,guaranteeContent,guarantorOrAgency,extraGuarantee
10000010000001308,9,2015-04-21 18:06:44,1,0,韩星,0
10000010000001309,10,2015-05-28 18:06:44,0,0,孙雨,0
10000010000001310,10,2015-04-17 18:06:44,1,1,朱修,0
10000010000001311,9,2015-04-02 18:06:44,1,0,柳雨,1
10000010000001312,10,2015-03-29 18:06:44,1,0,柳总,0
10000010000001313,9,2015-05-11 18:06:44,1,1,吴明浩,1
10000010000001314,9,2015-05-30 18:06:44,0,1,杨雨,0
10000010000001315,10,2015-03-21 18:06:44,0,1,周娜娜,0
10000010000001316,9,2015-04-23 18:06:44,0,1,潘亮亮,0
10000010000001317,9,2015-04-03 18:06:44,1,0,王晓东,0
10000010000001318,10,2015-04-03 18:06:44,1,1,何楠楠,1
10000010000001319,9,2015-05-25 18:06:44,1,1,韩楠楠,0
10000010000001320,9,2015-06-02 18:06:44,1,0,张总,0
10000010000001321,9,2015-03-12 18:06:44,0,1,吴晓东,0
10000010000001322,9,2015-05-20 18:06:44,1,1,沈一菲,1
10000010000001323,10,2015-06-01 18:06:44,1,1,潘浩,1
10000010000001324,10,2015-03-14 18:06:44,1,1,卫静,0
10000010000001325,9,2015-05-08 18:06:44,1,1,钱静,0
10000010000001326,9,2015-06-07 18:06:44,0,0,郑小小,0
10000010000001327,10,2015-05-10 18:06:44,1,0,周修,0
10000010000001328,10,2015-05-17 18:06:44,0,1,冯天明,1
10000010000001329,10,2015-04-26 18:06:44,1,1,杨修,1
10000010000001330,9,2015-06-02 18:06:44,1,1,朱阳,0
10000010000001331,10,2015-04-21 18:06:44,0,1,冯浙东,0
10000010000001332,9,2015-05-06 18:06:44,1,1,韩赏,0
10000010000001333,9,2015-05-11 18:06:44,1,1,钱静,0
10000010000001334,10,2015-06-05 18:06:44,1,0,何明浩,1
10000010000001335,9,2015-05-31 18:06:44,0,1,蒋浙东,0
10000010000001336,10,2015-05-31 18:06:44,1,0,何娜娜,1
10000010000001337,9,2015-05-23 18:06:44,0,0,刘一菲,0
10000010000001338,9,2015-05-21 18:06:44,1,1,郑总,1
10000010000001339,9,2015-05-08 18:06:44,0,1,刘静,1
10000010000001340,9,2015-03-29 18:06:44,1,0,韩天明,1
10000010000001341,9,2015-04-20 18:06:44,0,1,刘峰,1
10000010000001342,10,2015-04-08 18:06:44,1,1,马晓东,1
10000010000001343,9,2015-05-20 18:06:44,0,0,陈静,0
10000010000001344,10,2015-05-24 18:06:44,1,1,胡浩,1
10000010000001345,9,2015-04-24 18:06:44,0,1,胡小小,0
10000010000001346,9,2015-03-18 18:06:44,0,0,赵月月,1
10000010000001347,9,2015-05-28 18:06:44,0,0,潘贤重,1
10000010000001348,9,2015-06-08 18:06:44,1,0,李阳,1
10000010000001349,9,2015-04-18 18:06:44,0,0,蒋晓东,1
10000010000001350,10,2015-04-04 18:06:44,0,0,李赏,0
10000010000001351,10,2015-06-09 18:06:44,1,0,何星,1
10000010000001352,9,2015-04-21 18:06:44,1,0,何晓东,0
10000010000001353,10,2015-05-01 18:06:44,0,1,杨峰,1
10000010000001354,9,2015-03-20 18:06:44,0,1,蒋楠楠,0
10000010000001355,10,2015-05-27 18:06:44,1,1,王娜娜,0
10000010000001356,10,2015-04-19 18:06:44,1,0,孙夜,0
10000010000001357,9,2015-04-16 18:06:44,0,1,卫楠楠,1
10000010000001358,10,2015-04-17 18:06:44,0,0,朱龙,1
10000010000001359,9,2015-03-16 18:06:44,1,0,郑浙东,1
10000010000001360,9,2015-04-19 18:06:44,0,0,沈赏,1
10000010000001361,9,2015-05-21 18:06:44,1,0,卫雨,0
10000010000001362,10,2015-04-22 18:06:44,1,1,朱月月,0
10000010000001363,10,2015-03-29 18:06:44,1,1,钱星,1
10000010000001364,9,2015-04-19 18:06:44,1,1,何楠楠,1
10000010000001365,10,2015-04-01 18:06:44,1,1,冯贤重,0
10000010000001366,10,2015-05-11 18:06:44,1,0,刘晓东,0
10000010000001367,10,2015-05-29 18:06:44,0,1,柳龙,1
10000010000001368,9,2015-06-03 18:06:44,0,1,吴赏,1
10000010000001369,9,2015-05-27 18:06:44,0,1,蒋小小,1
10000010000001370,9,2015-05-04 18:06:44,0,0,胡月月,1
10000010000001371,9,2015-03-18 18:06:44,1,0,卫年,1
10000010000001372,9,2015-04-21 18:06:44,0,0,李星,1
10000010000001373,9,2015-03-15 18:06:44,1,1,杨雨,0
10000010000001374,9,2015-05-12 18:06:44,0,1,钱修,0
10000010000001375,9,2015-04-01 18:06:44,0,0,吴峰,1
10000010000001376,9,2015-03-21 18:06:44,0,1,刘娜娜,0
10000010000001377,9,2015-04-14 18:06:44,1,1,沈亮亮,0
10000010000001378,10,2015-03-25 18:06:44,0,0,韩天明,0
10000010000001379,10,2015-05-31 18:06:44,0,1,朱星,0
10000010000001380,10,2015-04-17 18:06:44,1,0,周静,0
10000010000001381,9,2015-03-12 18:06:44,1,0,钱浩,1
10000010000001382,9,2015-05-25 18:06:44,0,0,蒋星,0
10000010000001383,10,2015-06-07 18:06:44,0,1,卫明浩,1
10000010000001384,9,2015-05-01 18:06:44,0,0,柳小小,0
10000010000001385,9,2015-05-23 18:06:44,0,0,吴星,1
10000010000001386,10,2015-04-06 18:06:44,0,0,刘总,1
10000010000001387,10,2015-04-18 18:06:44,1,0,何月月,1
10000010000001388,9,2015-04-19 18:06:44,0,0,杨一菲,0
10000010000001389,9,2015-04-26 18:06:44,0,1,郑雨,1
10000010000001390,10,2015-05-20 18:06:44,0,0,潘明浩,1
10000010000001391,10,2015-03-31 18:06:44,1,1,张夜,1
10000010000001392,9,2015-03-12 18:06:44,0,1,蒋一菲,0
10000010000001393,9,2015-03-16 18:06:44,0,1,冯亮亮,1
10000010000001394,10,2015-04-12 18:06:44,0,1,孙阳,1
10000010000001395,9,2015-05-01 18:06:44,0,0,朱花,0
10000010000001396,10,2015-05-25 18:06:44,1,1,胡楠楠,1
10000010000001397,10,2015-05-13 18:06:44,0,0,朱阳,0
10000010000001398,10,2015-05-01 18:06:44,0,1,张赏,0
10000010000001399,10,2015-05-30 18:06:44,1,0,卫龙,1
10000010000001400,9,2015-04-27 18:06:44,1,0,郑亮亮,1
10000010000001401,10,2015-05-10 18:06:44,1,0,马天明,1
10000010000001402,10,2015-04-12 18:06:44,0,1,柳总,1
10000010000001403,9,2015-05-04 18:06:44,1,0,吴小小,1
10000010000001404,10,2015-03-25 18:06:44,1,0,朱年,0
10000010000001405,9,2015-03-18 18:06:44,1,0,韩浙东,0
10000010000001406,9,2015-04-13 18:06:44,1,1,潘赏,0
10000010000001407,9,2015-03-26 18:06:44,1,0,陈静,1
10000010000001408,10,2015-03-18 18:06:44,0,0,胡总,0
10000010000001409,9,2015-04-11 18:06:44,0,1,陈雨,0
10000010000001410,9,2015-05-26 18:06:44,1,0,冯明浩,1
10000010000001411,9,2015-05-12 18:06:44,0,0,潘花,0
10000010000001412,10,2015-03-19 18:06:44,0,1,孙花,0
10000010000001413,9,2015-05-24 18:06:44,1,1,卫阳,1
10000010000001414,9,2015-04-25 18:06:44,1,1,马静,1
10000010000001415,9,2015-03-29 18:06:44,0,1,冯花,1
10000010000001416,9,2015-05-21 18:06:44,0,0,郑亮亮,0
10000010000001417,10,2015-04-27 18:06:44,1,0,钱修,1
10000010000001418,9,2015-04-19 18:06:44,1,0,孙天明,1
10000010000001419,9,2015-03-14 18:06:44,0,0,胡小小,0
10000010000001420,10,2015-04-26 18:06:44,0,0,赵浙东,0
10000010000001421,10,2015-05-04 18:06:44,0,0,陈修,1
10000010000001422,10,2015-06-09 18:06:44,1,1,朱龙,0
10000010000001423,9,2015-05-02 18:06:44,1,0,何静,1
10000010000001424,9,2015-04-25 18:06:44,0,1,卫一菲,0
10000010000001425,9,2015-06-02 18:06:44,0,0,冯总,0
10000010000001426,9,2015-05-11 18:06:44,0,0,潘修,1
10000010000001427,9,2015-05-22 18:06:44,0,1,张花,0
10000010000001428,10,2015-05-21 18:06:44,1,0,郑年,0
10000010000001429,10,2015-04-23 18:06:44,1,0,周浙东,1
10000010000001430,10,2015-05-22 18:06:44,1,1,刘明浩,1
10000010000001431,10,2015-06-02 18:06:44,1,1,胡天明,1
10000010000001432,10,2015-03-14 18:06:44,0,0,朱贤重,0
10000010000001433,10,2015-04-20 18:06:44,0,1,钱总,0
10000010000001434,9,2015-05-02 18:06:44,0,1,朱贤重,0
10000010000001435,9,2015-05-16 18:06:44,0,1,朱峰,1
10000010000001436,9,2015-04-12 18:06:44,1,1,刘楠楠,1
10000010000001437,9,2015-05-20 18:06:44,1,0,何雨,0
10000010000001438,10,2015-03-25 18:06:44,1,1,钱小小,0
10000010000001439,10,2015-04-23 18:06:44,1,1,张总,0
10000010000001440,10,2015-03-26 18:06:44,1,1,冯雨,1
10000010000001441,9,2015-03-13 18:06:44,1,0,王静,0
10000010000001442,9,2015-05-11 18:06:44,0,0,卫浙东,1
10000010000001443,9,2015-06-03 18:06:44,0,0,张小小,1
10000010000001444,9,2015-06-05 18:06:44,0,0,蒋龙,0
10000010000001445,10,2015-04-09 18:06:44,1,0,王花,0
10000010000001446,9,2015-04-18 18:06:44,0,1,韩修,0
10000010000001447,9,2015-03-31 18:06:44,0,0,韩阳,0
10000010000001448,10,2015-04-16 18:06:44,0,1,韩年,1
10000010000001449,10,2015-05-13 18:06:44,0,1,蒋龙,0
10000010000001450,10,2015-04-04 18:06:44,1,1,王峰,1
10000010000001451,9,2015-06-05 18:06:44,0,1,马峰,0
10000010000001452,9,2015-03-24 18:06:44,0,0,钱月月,1
10000010000001453,9,2015-05-05 18:06:44,0,1,钱阳,1
10000010000001454,9,2015-05-09 18:06:44,0,0,朱峰,1
10000010000001455,10,2015-03-13 18:06:44,0,1,张星,0
10000010000001456,10,2015-05-19 18:06:44,1,1,杨月月,1
10000010000001457,9,2015-04-11 18:06:44,0,1,郑阳,1
10000010000001458,10,2015-06-06 18:06:44,0,0,王雨,0
10000010000001459,9,2015-05-16 18:06:44,1,1,张一菲,0
10000010000001460,9,2015-04-27 18:06:44,0,1,郑花,0
10000010000001461,9,2015-03-16 18:06:44,1,1,陈夜,1
10000010000001462,9,2015-04-09 18:06:44,1,1,吴贤重,0
10000010000001463,9,2015-05-08 18:06:44,0,1,胡一菲,0
10000010000001464,9,2015-03-17 18:06:44,1,0,沈明浩,0
10000010000001465,10,2015-06-01 18:06:44,1,1,钱夜,0
10000010000001466,10,2015-05-29 18:06:44,0,0,朱浩,1
10000010000001467,9,2015-03-12 18:06:44,0,0,陈娜娜,0
10000010000001468,10,2015-03-12 18:06:44,1,1,沈小小,1
10000010000001469,10,2015-06-06 18:06:44,0,1,刘静,0
10000010000001470,10,2015-05-12 18:06:44,1,1,柳天明,0
10000010000001471,9,2015-05-30 18:06:44,0,0,张月月,1
10000010000001472,10,2015-03-23 18:06:44,1,0,李夜,1
10000010000001473,9,2015-05-17 18:06:44,0,0,何龙,0
10000010000001474,9,2015-03-29 18:06:44,0,1,马静,1
10000010000001475,9,2015-03-16 18:06:44,0,1,胡明浩,0
10000010000001476,9,2015-05-19 18:06:44,1,0,钱一菲,1
10000010000001477,9,2015-04-06 18:06:44,1,0,韩贤重,0
10000010000001478,10,2015-03-22 18:06:44,0,1,钱小小,0
10000010000001479,10,2015-05-04 18:06:44,0,1,卫晓东,1
10000010000001480,9,2015-03-28 18:06:44,1,0,李静,0
10000010000001481,10,2015-04-12 18:06:44,0,0,吴修,0
10000010000001482,9,2015-05-20 18:06:44,0,1,孙静,1
10000010000001483,10,2015-06-09 18:06:44,0,0,钱龙,0
10000010000001484,10,2015-03-14 18:06:44,0,1,马静,1
10000010000001485,10,2015-05-13 18:06:44,0,1,钱阳,1
10000010000001486,10,2015-05-03 18:06:44,0,1,钱明浩,0
10000010000001487,9,2015-05-02 18:06:44,1,1,胡天明,1
10000010000001488,10,2015-04-07 18:06:44,1,0,吴总,0
10000010000001489,10,2015-04-02 18:06:44,0,1,韩娜娜,0
10000010000001490,10,2015-04-14 18:06:44,1,1,王总,0
10000010000001491,9,2015-04-25 18:06:44,0,0,杨夜,0
10000010000001492,9,2015-03-17 18:06:44,1,1,朱静,1
10000010000001493,9,2015-04-17 18:06:44,0,0,孙贤重,1
10000010000001494,10,2015-04-15 18:06:44,1,0,沈静,0
10000010000001495,9,2015-04-14 18:06:44,0,0,胡月月,1
10000010000001496,10,2015-04-18 18:06:44,1,1,胡月月,1
10000010000001497,9,2015-05-31 18:06:44,1,1,周峰,1
10000010000001498,9,2015-04-19 18:06:44,1,1,赵峰,1
10000010000001499,10,2015-06-02 18:06:44,0,1,韩夜,1
10000010000001500,10,2015-06-06 18:06:44,0,0,韩一菲,0
10000010000001501,10,2015-03-14 18:06:44,0,1,刘娜娜,1
10000010000001502,9,2015-06-06 18:06:44,1,1,孙楠楠,1
10000010000001503,9,2015-04-16 18:06:44,0,1,孙静,0
10000010000001504,9,2015-05-18 18:06:44,1,1,孙夜,0
10000010000001505,9,2015-06-03 18:06:44,1,0,陈楠楠,0
10000010000001506,9,2015-06-08 18:06:44,0,1,郑明浩,1
10000010000001507,9,2015-05-05 18:06:44,1,1,郑贤重,0
10000010000001508,10,2015-05-17 18:06:44,0,1,柳年,0
10000010000001509,10,2015-03-13 18:06:44,1,1,冯静,0
10000010000001510,9,2015-05-05 18:06:44,0,1,郑阳,0
10000010000001511,10,2015-05-28 18:06:44,0,0,朱小小,1
10000010000001512,9,2015-06-07 18:06:44,0,1,冯浩,1
10000010000001513,10,2015-06-07 18:06:44,1,1,潘浩,0
10000010000001514,10,2015-05-02 18:06:44,0,1,周浩,1
10000010000001515,10,2015-03-19 18:06:44,1,0,朱赏,1
10000010000001516,10,2015-04-12 18:06:44,0,1,吴年,0
10000010000001517,10,2015-05-26 18:06:44,0,0,沈天明,0
10000010000001518,10,2015-04-02 18:06:44,1,1,李夜,0
10000010000001519,9,2015-06-07 18:06:44,0,0,柳年,0
10000010000001520,10,2015-05-05 18:06:44,0,0,朱贤重,1
10000010000001521,10,2015-06-01 18:06:44,0,1,钱修,1
10000010000001522,10,2015-03-25 18:06:44,1,0,吴修,0
10000010000001523,10,2015-06-04 18:06:44,1,1,郑亮亮,0
10000010000001524,9,2015-03-13 18:06:44,1,1,钱浩,1
10000010000001525,10,2015-05-23 18:06:44,0,0,吴浩,0
10000010000001526,9,2015-03-25 18:06:44,1,0,陈阳,0
10000010000001527,9,2015-05-16 18:06:44,1,1,蒋晓东,1
10000010000001528,10,2015-03-27 18:06:44,1,1,刘浩,0
10000010000001529,10,2015-05-20 18:06:44,1,1,马修,1
10000010000001530,9,2015-04-20 18:06:44,1,0,柳亮亮,1
10000010000001531,9,2015-03-20 18:06:44,1,1,卫龙,0
10000010000001532,10,2015-03-21 18:06:44,1,0,潘月月,0
10000010000001533,10,2015-05-10 18:06:44,1,0,王修,1
10000010000001534,9,2015-04-08 18:06:44,0,1,柳明浩,1
10000010000001535,9,2015-05-14 18:06:44,1,0,周一菲,1
10000010000001536,10,2015-04-06 18:06:44,1,1,马天明,1
10000010000001537,9,2015-03-22 18:06:44,0,0,刘星,1
10000010000001538,10,2015-03-29 18:06:44,0,0,李峰,0
10000010000001539,9,2015-04-03 18:06:44,1,0,何晓东,1
10000010000001540,10,2015-03-16 18:06:44,1,0,钱浩,0
10000010000001541,10,2015-04-10 18:06:44,1,1,卫贤重,0
10000010000001542,9,2015-04-10 18:06:44,0,0,柳小小,0
10000010000001543,9,2015-05-20 18:06:44,1,1,钱星,1
10000010000001544,10,2015-06-05 18:06:44,0,1,蒋雨,0
10000010000001545,10,2015-05-16 18:06:44,0,0,张月月,0
10000010000001546,10,2015-03-13 18:06:44,1,0,朱修,0
10000010000001547,10,2015-03-22 18:06:44,1,1,马浩,1
10000010000001548,9,2015-06-07 18:06:44,1,0,赵夜,0
10000010000001549,9,2015-03-12 18:06:44,1,1,郑亮亮,0
10000010000001550,9,2015-04-20 18:06:44,1,0,卫花,1
10000010000001551,10,2015-04-10 18:06:44,1,0,王花,0
10000010000001552,9,2015-06-06 18:06:44,0,1,李小小,0
10000010000001553,9,2015-05-15 18:06:44,1,0,杨夜,0
10000010000001554,9,2015-03-18 18:06:44,0,0,冯月月,1
10000010000001555,9,2015-03-26 18:06:44,1,0,卫赏,0
10000010000001556,10,2015-05-22 18:06:44,0,1,李浙东,0
10000010000001557,9,2015-03-25 18:06:44,0,0,陈贤重,0
10000010000001558,9,2015-05-31 18:06:44,1,0,钱娜娜,0
10000010000001559,10,2015-04-16 18:06:44,0,0,赵楠楠,1
10000010000001560,9,2015-03-21 18:06:44,1,1,吴浙东,0
10000010000001561,10,2015-06-06 18:06:44,0,1,朱晓东,1
10000010000001562,9,2015-06-02 18:06:44,1,0,孙静,1
10000010000001563,10,2015-04-09 18:06:44,0,1,张明浩,1
10000010000001564,10,2015-06-04 18:06:44,1,1,郑亮亮,0
10000010000001565,9,2015-04-21 18:06:44,1,0,周浙东,0
10000010000001566,10,2015-04-30 18:06:44,1,1,张峰,1
10000010000001567,9,2015-03-22 18:06:44,1,1,柳夜,1
10000010000001568,10,2015-05-23 18:06:44,1,0,王浙东,1
10000010000001569,10,2015-05-21 18:06:44,1,1,卫一菲,0
10000010000001570,9,2015-03-17 18:06:44,1,0,钱龙,1
10000010000001571,9,2015-03-18 18:06:44,1,1,杨星,0
10000010000001572,10,2015-05-16 18:06:44,0,1,赵星,0
10000010000001573,10,2015-04-27 18:06:44,0,1,何明浩,0
10000010000001574,9,2015-04-02 18:06:44,0,1,王夜,1
10000010000001575,9,2015-04-08 18:06:44,1,0,钱娜娜,0
10000010000001576,10,2015-05-19 18:06:44,0,1,陈小小,0
10000010000001577,9,2015-04-10 18:06:44,0,1,韩修,0
10000010000001578,9,2015-05-29 18:06:44,0,0,杨赏,0
10000010000001579,9,2015-03-25 18:06:44,0,1,蒋一菲,1
10000010000001580,9,2015-05-07 18:06:44,1,1,马楠楠,1
10000010000001581,10,2015-04-12 18:06:44,0,0,张亮亮,1
10000010000001582,9,2015-03-14 18:06:44,1,0,马浙东,1
10000010000001583,9,2015-04-07 18:06:44,1,1,潘小小,0
10000010000001584,9,2015-06-02 18:06:44,1,1,周天明,0
10000010000001585,10,2015-04-21 18:06:44,0,0,卫小小,0
10000010000001586,9,2015-05-20 18:06:44,0,1,何修,0
10000010000001587,10,2015-05-23 18:06:44,0,1,杨贤重,0
10000010000001588,10,2015-03-16 18:06:44,0,0,刘晓东,0
10000010000001589,9,2015-04-09 18:06:44,1,1,李静,0
10000010000001590,9,2015-04-08 18:06:44,1,1,卫星,0
10000010000001591,9,2015-03-16 18:06:44,0,0,刘峰,1
10000010000001592,9,2015-03-18 18:06:44,0,1,马花,1
10000010000001593,10,2015-05-30 18:06:44,1,1,钱月月,1
10000010000001594,9,2015-04-02 18:06:44,0,1,陈楠楠,1
10000010000001595,9,2015-04-26 18:06:44,0,0,赵赏,0
10000010000001596,10,2015-03-18 18:06:44,0,0,潘娜娜,0
10000010000001597,10,2015-05-19 18:06:44,1,1,钱浙东,1
10000010000001598,9,2015-05-30 18:06:44,1,1,沈星,0
10000010000001599,10,2015-04-15 18:06:44,1,0,钱星,1
10000010000001600,10,2015-04-07 18:06:44,1,0,李静,0
10000010000001601,9,2015-04-21 18:06:44,1,1,卫花,1
10000010000001602,10,2015-05-31 18:06:44,0,0,何赏,1
10000010000001603,9,2015-03-18 18:06:44,1,1,韩一菲,1
10000010000001604,10,2015-05-07 18:06:44,0,1,钱晓东,0
10000010000001605,9,2015-05-07 18:06:44,1,1,郑赏,1
10000010000001606,9,2015-05-27 18:06:44,0,1,何浩,1
10000010000001607,10,2015-04-15 18:06:44,0,1,郑龙,0
10000010000001608,9,2015-04-03 18:06:44,0,0,李小小,0
10000010000001609,10,2015-04-02 18:06:44,0,1,陈楠楠,0
10000010000001610,9,2015-05-08 18:06:44,1,0,卫楠楠,0
10000010000001611,10,2015-04-05 18:06:44,0,0,王晓东,1
10000010000001612,10,2015-04-27 18:06:44,1,1,李娜娜,1
10000010000001613,9,2015-04-16 18:06:44,1,1,吴娜娜,0
10000010000001614,9,2015-03-15 18:06:44,1,1,潘赏,1
10000010000001615,10,2015-03-23 18:06:44,1,0,刘雨,1
10000010000001616,9,2015-04-02 18:06:44,0,0,钱总,1
10000010000001617,9,2015-05-13 18:06:44,0,0,张娜娜,1
10000010000001618,9,2015-05-20 18:06:44,1,0,马一菲,1
10000010000001619,10,2015-05-07 18:06:44,0,1,沈浙东,1
10000010000001620,9,2015-06-04 18:06:44,1,1,柳浙东,0
10000010000001621,9,2015-03-17 18:06:44,1,1,刘晓东,1
10000010000001622,9,2015-04-30 18:06:44,0,1,赵夜,0
10000010000001623,9,2015-05-20 18:06:44,1,0,冯娜娜,1
10000010000001624,10,2015-03-15 18:06:44,1,0,朱雨,0
10000010000001625,9,2015-04-20 18:06:44,0,0,陈阳,1
10000010000001626,9,2015-04-01 18:06:44,1,0,杨修,0
10000010000001627,9,2015-05-09 18:06:44,0,1,张一菲,0
10000010000001628,10,2015-04-15 18:06:44,0,1,潘花,0
10000010000001629,9,2015-03-20 18:06:44,0,0,王峰,1
10000010000001630,9,2015-03-16 18:06:44,1,1,蒋天明,1
10000010000001631,9,2015-05-28 18:06:44,1,1,郑龙,0
10000010000001632,10,2015-03-28 18:06:44,0,0,钱静,1
10000010000001633,9,2015-04-01 18:06:44,0,0,李总,0
10000010000001634,10,2015-04-29 18:06:44,0,1,马雨,0
10000010000001635,10,2015-04-24 18:06:44,1,0,钱贤重,1
10000010000001636,10,2015-05-11 18:06:44,0,1,马月月,0
10000010000001637,9,2015-05-13 18:06:44,1,0,王浙东,1
10000010000001638,9,2015-04-17 18:06:44,0,0,卫一菲,0
10000010000001639,9,2015-05-01 18:06:44,0,0,李娜娜,0
10000010000001640,10,2015-04-16 18:06:44,0,1,卫峰,1
10000010000001641,10,2015-03-12 18:06:44,1,0,郑小小,0
10000010000001642,9,2015-04-14 18:06:44,0,1,钱小小,0
10000010000001643,9,2015-05-08 18:06:44,1,0,张修,1
10000010000001644,9,2015-05-29 18:06:44,0,0,赵赏,0
10000010000001645,9,2015-05-19 18:06:44,1,0,蒋夜,1
10000010000001646,9,2015-05-10 18:06:44,1,0,柳明浩,1
10000010000001647,9,2015-06-06 18:06:44,1,1,吴亮亮,0
10000010000001648,9,2015-03-31 18:06:44,1,1,吴峰,0
10000010000001649,10,2015-03-17 18:06:44,0,1,钱龙,1
10000010000001650,10,2015-05-23 18:06:44,0,1,王雨,0
10000010000001651,10,2015-04-08 18:06:44,0,0,韩楠楠,1
10000010000001652,10,2015-04-07 18:06:44,0,0,冯总,0
10000010000001653,9,2015-03-19 18:06:44,1,1,孙夜,1
10000010000001654,10,2015-03-19 18:06:44,0,1,吴雨,1
10000010000001655,10,2015-03-31 18:06:44,0,0,卫峰,1
10000010000001656,10,2015-05-11 18:06:44,1,1,李龙,1
10000010000001657,9,2015-03-30 18:06:44,1,0,李晓东,1
10000010000001658,10,2015-06-07 18:06:44,0,1,卫一菲,0
10000010000001659,10,2015-05-28 18:06:44,0,0,沈亮亮,1
10000010000001660,9,2015-05-01 18:06:44,0,1,柳楠楠,1
10000010000001661,9,2015-05-21 18:06:44,1,1,韩星,0
10000010000001662,9,2015-05-05 18:06:44,1,1,冯明浩,1
10000010000001663,10,2015-04-20 18:06:44,1,1,蒋楠楠,0
10000010000001664,10,2015-05-15 18:06:44,1,0,刘龙,0
10000010000001665,9,2015-03-18 18:06:44,0,0,柳峰,0
10000010000001666,9,2015-05-22 18:06:44,0,1,何修,1
10000010000001667,10,2015-03-20 18:06:44,0,0,朱娜娜,0
10000010000001668,10,2015-03-19 18:06:44,0,1,吴一菲,0
10000010000001669,9,2015-04-12 18:06:44,0,0,何小小,1
10000010000001670,10,2015-03-21 18:06:44,1,1,韩小小,1
10000010000001671,10,2015-06-07 18:06:44,0,1,李楠楠,1
10000010000001672,9,2015-04-08 18:06:44,1,0,蒋总,0
10000010000001673,10,2015-04-05 18:06:44,0,1,胡亮亮,0
10000010000001674,10,2015-03-17 18:06:44,1,1,何夜,1
10000010000001675,10,2015-03-13 18:06:44,1,0,郑龙,0
10000010000001676,10,2015-04-07 18:06:44,1,1,郑楠楠,1
10000010000001677,10,2015-03-20 18:06:44,0,0,李亮亮,0
10000010000001678,9,2015-05-19 18:06:44,1,0,郑赏,0
10000010000001679,9,2015-05-16 18:06:44,0,0,孙小小,0
10000010000001680,10,2015-03-30 18:06:44,0,0,杨一菲,0
10000010000001681,9,2015-05-12 18:06:44,0,0,郑晓东,1
10000010000001682,9,2015-04-07 18:06:44,0,1,钱静,1
10000010000001683,10,2015-04-04 18:06:44,1,0,王娜娜,1
10000010000001684,9,2015-06-09 18:06:44,1,0,李星,1
10000010000001685,9,2015-03-31 18:06:44,0,1,潘月月,0
10000010000001686,9,2015-05-21 18:06:44,1,1,马浩,1
10000010000001687,10,2015-05-30 18:06:44,0,0,潘月月,1
10000010000001688,10,2015-05-02 18:06:44,0,1,杨星,1
10000010000001689,9,2015-04-18 18:06:44,0,1,张修,0
10000010000001690,10,2015-04-21 18:06:44,0,0,沈雨,0
10000010000001691,9,2015-05-22 18:06:44,1,0,李夜,1
10000010000001692,10,2015-04-17 18:06:44,1,1,刘亮亮,0
10000010000001693,10,2015-05-09 18:06:44,1,0,钱浩,1
10000010000001694,10,2015-04-05 18:06:44,1,0,蒋晓东,0
10000010000001695,10,2015-05-21 18:06:44,1,1,朱峰,0
10000010000001696,9,2015-05-18 18:06:44,1,0,郑天明,0
10000010000001697,10,2015-03-26 18:06:44,0,1,杨雨,1
10000010000001698,9,2015-04-25 18:06:44,1,1,孙总,0
10000010000001699,10,2015-03-13 18:06:44,1,0,柳静,0
10000010000001700,9,2015-03-12 18:06:44,1,0,赵静,1
10000010000001701,10,2015-04-23 18:06:44,1,1,孙浩,0
10000010000001702,9,2015-03-26 18:06:44,0,0,张娜娜,0
10000010000001703,9,2015-03-25 18:06:44,1,0,刘楠楠,1
10000010000001704,10,2015-03-12 18:06:44,1,0,韩星,0
10000010000001705,9,2015-05-05 18:06:44,1,1,朱峰,1
10000010000001706,10,2015-05-20 18:06:44,1,1,卫夜,1
10000010000001707,9,2015-03-16 18:06:44,1,1,吴星,1
10000010000001708,9,2015-04-01 18:06:44,0,1,卫贤重,1
10000010000001709,10,2015-04-12 18:06:44,1,1,胡亮亮,1
10000010000001710,9,2015-03-24 18:06:44,1,0,何明浩,1
10000010000001711,10,2015-03-30 18:06:44,1,0,王花,1
10000010000001712,10,2015-05-30 18:06:44,0,1,吴贤重,1
10000010000001713,9,2015-06-01 18:06:44,1,0,朱花,1
10000010000001714,10,2015-05-25 18:06:44,0,0,孙贤重,0
10000010000001715,10,2015-05-26 18:06:44,0,1,潘花,0
10000010000001716,9,2015-04-07 18:06:44,1,1,胡龙,1
10000010000001717,10,2015-04-03 18:06:44,0,1,钱明浩,0
10000010000001718,10,2015-03-28 18:06:44,0,1,吴年,0
10000010000001719,9,2015-04-02 18:06:44,0,0,郑亮亮,1
10000010000001720,10,2015-04-01 18:06:44,0,1,蒋夜,1
10000010000001721,10,2015-06-05 18:06:44,1,1,钱峰,1
10000010000001722,9,2015-04-14 18:06:44,1,1,潘明浩,0
10000010000001723,9,2015-06-01 18:06:44,0,1,钱贤重,0
10000010000001724,10,2015-05-26 18:06:44,1,0,钱龙,1
10000010000001725,10,2015-05-12 18:06:44,1,1,卫阳,1
10000010000001726,9,2015-05-02 18:06:44,1,1,赵楠楠,0
10000010000001727,10,2015-04-09 18:06:44,0,0,何龙,0
10000010000001728,9,2015-06-07 18:06:44,1,1,李龙,1
10000010000001729,9,2015-05-03 18:06:44,1,1,赵浙东,1
